ល.រ ក្រុមហ៊ុន/សហគ្រាស,ល.រ មុខសញ្ញា,ឈ្មោះក្រុមហ៊ុន/សហគ្រាស,អាស័យដ្ឋានក្រុមហ៊ុន/សហគ្រាស,រាជធានី/ខេត្ត,ឈ្មោះម្ចាស់ក្រុមហ៊ុន/សហគ្រាស,តួនាទី,លេខទូរស័ព្ទ,មុខសញ្ញាជាឧបករណ៍មាត្រាសាស្ត្រ ឬទំនិញវេចខ្ចប់,ឈ្មោះឧបករណ៍មាត្រាសាស្ត្រ/ទំនិញវេចខ្ចប់,ម៉ាក/ម៉ូដែល/លេខស៊េរី,ប្រទេសផលិតដើម,ឆ្នាំផលិត,សមត្ថភាពរង្វាស់រង្វាល់,កម្រិតលម្អៀង/សុក្រឹតភាព,លេខចុះបញ្ជីមាត្រាសាស្ត្រ,ថ្ងៃ/ខែ/ឆ្នាំចុះបញ្ជីមាត្រាសាស្ត្រ,លេខវិញ្ញាបនបត្រ,ថ្ងៃ/ខែ/ឆ្នាំចាប់ផ្ដើមមានសុពលភាព,ស្ថានភាព,Verification
121,4,      ហាយ-ស៊ីនើជី អ៊ិនធើណេសិនណល ហ្គាម៉ិន,   # ផ្លូវលេខ៩០៧ ដីឡូត៍លេខ៥៨៧   ភូមិបឹងសាឡាង  សង្កាត់ឫស្សីកែវ  ខណ្ឌឫស្សីកែវ  រាជធានីភ្នំពេញ,ភ្នំពេញ,Mr. CHEN HUAQIN,នាយកក្រុមហ៊ុន ,012 789 719,ទំនិញវេចខ្ចប់,មិនមាន,មិនមាន,38,2026,មិនមាន,,CMRC20261445,46206.16775,1445.មមជ.2026,2024-11-21,COMPLETED,akLAiEkZ7xPAScRKE8jeHqKfhAQYG13k
131,1,ផៃ រិទ្ធី,AH11 ភូមិរាជានុកូល សង្កាត់ស្ទឹងត្រែង ក្រុងស្ទឹងត្រែង ខេត្តស្ទឹងត្រែង,ស្ទឹងត្រែង,ដេប៉ូតេលា សែ ផៃ,ម្ចាស់,0884448535,ឧបករណ៍មាត្រាសាស្ត្រ,ម៉ាស៊ីនបែងចែកប្រេង,Suno-Tech,45,2020,40L/mn,-+01,CMRC20261438,46206.17787,1438.មមជ.2026,2024-03-05,COMPLETED,XPtWo6M4Ns7B35RVrK1UsDdjIRDvWvbW
131,2,ផៃ រិទ្ធី,AH11 ភូមិរាជានុកូល សង្កាត់ស្ទឹងត្រែង ក្រុងស្ទឹងត្រែង ខេត្តស្ទឹងត្រែង,ស្ទឹងត្រែង,ដេប៉ូតេលា សែ ផៃ,ម្ចាស់,0884448535,ឧបករណ៍មាត្រាសាស្ត្រ,ម៉ាស៊ីនបែងចែកប្រេង,Suno-Tech,45,2020,40L/mn,-+01,CMRC20261438,46206.17787,1438.មមជ.2026,2024-03-05,COMPLETED,XPtWo6M4Ns7B35RVrK1UsDdjIRDvWvbW
131,3,ផៃ រិទ្ធី,AH11 ភូមិរាជានុកូល សង្កាត់ស្ទឹងត្រែង ក្រុងស្ទឹងត្រែង ខេត្តស្ទឹងត្រែង,ស្ទឹងត្រែង,ដេប៉ូតេលា សែ ផៃ,ម្ចាស់,0884448535,ទំនិញវេចខ្ចប់,ម៉ាស៊ីនបែកចែកប្រេង,Suno-Tech,45,2020,40L/mn,,CMRC20261438,46206.17787,1438.មមជ.2026,2024-03-05,COMPLETED,XPtWo6M4Ns7B35RVrK1UsDdjIRDvWvbW
141,1,  ដេប៉ូប្រេងឥន្ធនៈ តេលា ណយ ស្រីនាថ,           #ផ្លូវ ភូមិរបងច្រុះ   ឃុំសំរោងទង   ស្រុកសំរោងទង   ខេត្តកំពង់ស្ពឺ,កំពង់ស្ពឺ,លោក ម៉េ ណយ,ម្ចាស់ដេប៉ូប្រេងឥន្ធនៈ,096 268 8889,ឧបករណ៍មាត្រាសាស្ត្រ,ឧបករណ៍បូមប្រេង,TATSUNO N971:02234,112,2015,45L/min-55L/min ,+- 0.5%,CMRC20261450,46206.19465,1450.មមជ.2026,2016-05-20,COMPLETED,Peo8fjYgXcjPp1ZF9Px3Y5TQGs8VoV6A
141,2,  ដេប៉ូប្រេងឥន្ធនៈ តេលា ណយ ស្រីនាថ,           #ផ្លូវ ភូមិរបងច្រុះ   ឃុំសំរោងទង   ស្រុកសំរោងទង   ខេត្តកំពង់ស្ពឺ,កំពង់ស្ពឺ,លោក ម៉េ ណយ,ម្ចាស់ដេប៉ូប្រេងឥន្ធនៈ,096 268 8889,ឧបករណ៍មាត្រាសាស្ត្រ,ឧបករណ៍បូមប្រេង,TATSUNO N971 :02254,112,2017,45L/min-55L/min ,+- 0.5%,CMRC20261450,46206.19465,1450.មមជ.2026,2016-05-20,COMPLETED,Peo8fjYgXcjPp1ZF9Px3Y5TQGs8VoV6A
141,3,  ដេប៉ូប្រេងឥន្ធនៈ តេលា ណយ ស្រីនាថ,           #ផ្លូវ ភូមិរបងច្រុះ   ឃុំសំរោងទង   ស្រុកសំរោងទង   ខេត្តកំពង់ស្ពឺ,កំពង់ស្ពឺ,លោក ម៉េ ណយ,ម្ចាស់ដេប៉ូប្រេងឥន្ធនៈ,096 268 8889,ទំនិញវេចខ្ចប់,-,-,38,0,-,,CMRC20261450,46206.19465,1450.មមជ.2026,2016-05-20,COMPLETED,Peo8fjYgXcjPp1ZF9Px3Y5TQGs8VoV6A
151,1,ដេប៉ូប្រេងឥន្ធនៈ តេលា គីមហុង តាម៉ុល,       # ផ្លូវជាតិលេខ៤៤  ភូមិតាម៉ុល  សង្កាត់ច្បារមន  ក្រុងច្បារមន  ខេត្តកំពង់ស្ពឺ,កំពង់ស្ពឺ,លោក ងួន ហុង ,ម្ចាស់ដេប៉ូប្រេងឥន្ធនៈ,098 23 89 88,ឧបករណ៍មាត្រាសាស្ត្រ,ឧបករណ៍បូមប្រេង,YC : SN: 02245,45,2023,55L/min,"+- 0,3%",CMRC20261451,46206.20843,1451.មមជ.2026,2025-05-27,COMPLETED,rPpMB9vlSCO6fCR1nLXJBfLuQXmwKnRR
151,2,ដេប៉ូប្រេងឥន្ធនៈ តេលា គីមហុង តាម៉ុល,       # ផ្លូវជាតិលេខ៤៤  ភូមិតាម៉ុល  សង្កាត់ច្បារមន  ក្រុងច្បារមន  ខេត្តកំពង់ស្ពឺ,កំពង់ស្ពឺ,លោក ងួន ហុង ,ម្ចាស់ដេប៉ូប្រេងឥន្ធនៈ,098 23 89 88,ឧបករណ៍មាត្រាសាស្ត្រ,ឧបករណ៍បូមប្រេង,YC : SN: 02234,45,2023,55L/min,"+- 0,3%",CMRC20261451,46206.20843,1451.មមជ.2026,2025-05-27,COMPLETED,rPpMB9vlSCO6fCR1nLXJBfLuQXmwKnRR
151,3,ដេប៉ូប្រេងឥន្ធនៈ តេលា គីមហុង តាម៉ុល,       # ផ្លូវជាតិលេខ៤៤  ភូមិតាម៉ុល  សង្កាត់ច្បារមន  ក្រុងច្បារមន  ខេត្តកំពង់ស្ពឺ,កំពង់ស្ពឺ,លោក ងួន ហុង ,ម្ចាស់ដេប៉ូប្រេងឥន្ធនៈ,098 23 89 88,ទំនិញវេចខ្ចប់,គ្មាន,គ្មាន,38,2026,-,,CMRC20261451,46206.20843,1451.មមជ.2026,2025-05-27,COMPLETED,rPpMB9vlSCO6fCR1nLXJBfLuQXmwKnRR
161,1,              ដេប៉ូប្រេងឥន្ធនៈ អ៊ី តាំងជី,      ភូមិកំពង់ឈើទាល   ឃុំតាំងក្រសៅ   ស្រុកប្រាសាទសំបូរ   ខេត្តកំពង់ធំ,កំពង់ធំ,លោកស្រី អ៊ី តាំងជី,ម្ចាស់ដេប៉ូប្រេងឥន្ធនៈ,066994757,ឧបករណ៍មាត្រាសាស្ត្រ,ម៉ាស៊ីនបូមប្រេងឥន្ធនៈ,TATSUNO,45,2017,4L-40L/1min,±0.5%,CMRC20261449,46208.33881,1449.មមជ.2026,2016-04-28,COMPLETED,r47OfRHVsuZ82Oac9h5FhoBWf23BCP6v
161,2,              ដេប៉ូប្រេងឥន្ធនៈ អ៊ី តាំងជី,      ភូមិកំពង់ឈើទាល   ឃុំតាំងក្រសៅ   ស្រុកប្រាសាទសំបូរ   ខេត្តកំពង់ធំ,កំពង់ធំ,លោកស្រី អ៊ី តាំងជី,ម្ចាស់ដេប៉ូប្រេងឥន្ធនៈ,066994757,ទំនិញវេចខ្ចប់,N/A,N/A,45,2017,N/A,,CMRC20261449,46208.33881,1449.មមជ.2026,2016-04-28,COMPLETED,r47OfRHVsuZ82Oac9h5FhoBWf23BCP6v
171,1,            ដេប៉ូប្រេងឥន្ធនៈ អឿ លាងហួរ,         ភូមិតាអោក   ឃុំឈូក  ស្រុកប្រាសាទសំបូរ  ខេត្តកំពង់ធំ,កំពង់ធំ,លោក អឿ លាងហួរ,ម្ចាស់ដេប៉ូប្រេងឥន្ធនៈ,098994757,ឧបករណ៍មាត្រាសាស្ត្រ,ម៉ាស៊ីនបូមប្រេងឥន្ធនៈ,TATSUNO,45,2014,4L-40L/1min,±0.5%,CMRC20261448,46209.10168,1448.មមជ.2026,2016-03-01,COMPLETED,MiCoupxi6JZnJUyKtOl7TLXaZY7PoH44
171,2,            ដេប៉ូប្រេងឥន្ធនៈ អឿ លាងហួរ,         ភូមិតាអោក   ឃុំឈូក  ស្រុកប្រាសាទសំបូរ  ខេត្តកំពង់ធំ,កំពង់ធំ,លោក អឿ លាងហួរ,ម្ចាស់ដេប៉ូប្រេងឥន្ធនៈ,098994757,ឧបករណ៍មាត្រាសាស្ត្រ,ម៉ាស៊ីនបូមប្រេងឥន្ធនៈ,TATSUNO,45,2014,4L-40L/1min,±0.5%,CMRC20261448,46209.10168,1448.មមជ.2026,2016-03-01,COMPLETED,MiCoupxi6JZnJUyKtOl7TLXaZY7PoH44
171,3,            ដេប៉ូប្រេងឥន្ធនៈ អឿ លាងហួរ,         ភូមិតាអោក   ឃុំឈូក  ស្រុកប្រាសាទសំបូរ  ខេត្តកំពង់ធំ,កំពង់ធំ,លោក អឿ លាងហួរ,ម្ចាស់ដេប៉ូប្រេងឥន្ធនៈ,098994757,ទំនិញវេចខ្ចប់,N/A,N/A,45,2014,N/A,,CMRC20261448,46209.10168,1448.មមជ.2026,2016-03-01,COMPLETED,MiCoupxi6JZnJUyKtOl7TLXaZY7PoH44
181,1,ស្ថានីយ៍ប្រេងឥន្ធនៈ តូតាល់ អេនើជិ ឈូកវ់ា,     ក្បាលដីលេខ២២៩៣  ផ្លូវបេតុង  ភូមិកាកាប  សង្កាត់កាកាបទី២  ខណ្ឌពោធិ៍សែនជ័យ  រាជធានីភ្នំពេញ,ភ្នំពេញ,តាំង ស្រីឡែន,ម្ចាស់,010905537,ឧបករណ៍មាត្រាសាស្ត្រ,ឧបករណ៍បូមប្រេងទី១,Q420/2105478W07,45,2021,4.5-45L/min,+-1%,CMRC20261442,46209.13611,1442.មមជ.2026,2025-07-08,COMPLETED,xeEAvXQUr8nyGOFPDXDStKkS0YRtFewk
181,2,ស្ថានីយ៍ប្រេងឥន្ធនៈ តូតាល់ អេនើជិ ឈូកវ់ា,     ក្បាលដីលេខ២២៩៣  ផ្លូវបេតុង  ភូមិកាកាប  សង្កាត់កាកាបទី២  ខណ្ឌពោធិ៍សែនជ័យ  រាជធានីភ្នំពេញ,ភ្នំពេញ,តាំង ស្រីឡែន,ម្ចាស់,010905537,ឧបករណ៍មាត្រាសាស្ត្រ,ឧបករណ៍បូមប្រេងទី២,Q420/2105488W07,45,2021,4.5-45L/min,+-1%,CMRC20261442,46209.13611,1442.មមជ.2026,2025-07-08,COMPLETED,xeEAvXQUr8nyGOFPDXDStKkS0YRtFewk
181,3,ស្ថានីយ៍ប្រេងឥន្ធនៈ តូតាល់ អេនើជិ ឈូកវ់ា,     ក្បាលដីលេខ២២៩៣  ផ្លូវបេតុង  ភូមិកាកាប  សង្កាត់កាកាបទី២  ខណ្ឌពោធិ៍សែនជ័យ  រាជធានីភ្នំពេញ,ភ្នំពេញ,តាំង ស្រីឡែន,ម្ចាស់,010905537,ឧបករណ៍មាត្រាសាស្ត្រ,ឧបករណ៍បូមប្រេងទី៣,Q420/2105489W07,45,2021,4.5-45L/min,+-1%,CMRC20261442,46209.13611,1442.មមជ.2026,2025-07-08,COMPLETED,xeEAvXQUr8nyGOFPDXDStKkS0YRtFewk
181,4,ស្ថានីយ៍ប្រេងឥន្ធនៈ តូតាល់ អេនើជិ ឈូកវ់ា,     ក្បាលដីលេខ២២៩៣  ផ្លូវបេតុង  ភូមិកាកាប  សង្កាត់កាកាបទី២  ខណ្ឌពោធិ៍សែនជ័យ  រាជធានីភ្នំពេញ,ភ្នំពេញ,តាំង ស្រីឡែន,ម្ចាស់,010905537,ទំនិញវេចខ្ចប់,N/A,42,45,42,N/A,,CMRC20261442,46209.13611,1442.មមជ.2026,2025-07-08,COMPLETED,xeEAvXQUr8nyGOFPDXDStKkS0YRtFewk
191,1,ស៊ុនស៊ីន ឡាក់ហ្គេដ អ៊ិន ដាសស្ទ្រី (ខេមបូឌា) ឯ.ក,       អគារលេខ១៦  ផ្លូវជាតិលេខ៥  ភូមិស្ពានពោធិ៍  ឃុំសេដ្ឋី  ស្រុកសាមគ្គីមានជ័យ  ខេត្តកំពង់ឆ្នាំង,កំពង់ឆ្នាំង,Mr. ZHOU DEHU ,នាយកក្រុមហ៊ុន,016 623 405,ឧបករណ៍មាត្រាសាស្ត្រ,Plate form Balance ,TCS- 150 ,45,2023,150Kg,d= 10g,CMRC20261444,46209.20426,1444.មមជ.2026,2017-11-29,COMPLETED,lPfDzr6cJ9RQ1NOftTveNOeMSNZeGFzo
191,2,ស៊ុនស៊ីន ឡាក់ហ្គេដ អ៊ិន ដាសស្ទ្រី (ខេមបូឌា) ឯ.ក,       អគារលេខ១៦  ផ្លូវជាតិលេខ៥  ភូមិស្ពានពោធិ៍  ឃុំសេដ្ឋី  ស្រុកសាមគ្គីមានជ័យ  ខេត្តកំពង់ឆ្នាំង,កំពង់ឆ្នាំង,Mr. ZHOU DEHU ,នាយកក្រុមហ៊ុន,016 623 405,ឧបករណ៍មាត្រាសាស្ត្រ,Electronic Balane ,ZC- 60 ,45,2025,60Kg,d= 5g,CMRC20261444,46209.20426,1444.មមជ.2026,2017-11-29,COMPLETED,lPfDzr6cJ9RQ1NOftTveNOeMSNZeGFzo
191,3,ស៊ុនស៊ីន ឡាក់ហ្គេដ អ៊ិន ដាសស្ទ្រី (ខេមបូឌា) ឯ.ក,       អគារលេខ១៦  ផ្លូវជាតិលេខ៥  ភូមិស្ពានពោធិ៍  ឃុំសេដ្ឋី  ស្រុកសាមគ្គីមានជ័យ  ខេត្តកំពង់ឆ្នាំង,កំពង់ឆ្នាំង,Mr. ZHOU DEHU ,នាយកក្រុមហ៊ុន,016 623 405,ឧបករណ៍មាត្រាសាស្ត្រ,SteelRuler,NA,45,2022,1000mm,NA,CMRC20261444,46209.20426,1444.មមជ.2026,2017-11-29,COMPLETED,lPfDzr6cJ9RQ1NOftTveNOeMSNZeGFzo
191,4,ស៊ុនស៊ីន ឡាក់ហ្គេដ អ៊ិន ដាសស្ទ្រី (ខេមបូឌា) ឯ.ក,       អគារលេខ១៦  ផ្លូវជាតិលេខ៥  ភូមិស្ពានពោធិ៍  ឃុំសេដ្ឋី  ស្រុកសាមគ្គីមានជ័យ  ខេត្តកំពង់ឆ្នាំង,កំពង់ឆ្នាំង,Mr. ZHOU DEHU ,នាយកក្រុមហ៊ុន,016 623 405,ទំនិញវេចខ្ចប់,NA,NA,45,0,-,,CMRC20261444,46209.20426,1444.មមជ.2026,2017-11-29,COMPLETED,lPfDzr6cJ9RQ1NOftTveNOeMSNZeGFzo
201,1,         ដេប៉ូទិញ លក់កសិផល អូរធំ,       ភូមិអូរធំ  ឃុំបឹងល្វា  ស្រុកសន្ទុក  ខេត្តកំពង់ធំ,កំពង់ធំ,លោក ងួន វណ្ណា,ម្ចាស់ដេប៉ូទិញ លក់ កសិផល(ជញ្ជីងថ្លឹងរថយន្ត),092994757,ឧបករណ៍មាត្រាសាស្ត្រ,ជញ្ជីងថ្លឹងរថយន្ត,អេស ស្រ៊ី,45,2012,80T,Class III,CMRC20261441,46210.07845,1441.មមជ.2026,2023-07-04,COMPLETED,OuDa1fQnwF3gWdKCAuCsXZsSlf5J89Tf
201,2,         ដេប៉ូទិញ លក់កសិផល អូរធំ,       ភូមិអូរធំ  ឃុំបឹងល្វា  ស្រុកសន្ទុក  ខេត្តកំពង់ធំ,កំពង់ធំ,លោក ងួន វណ្ណា,ម្ចាស់ដេប៉ូទិញ លក់ កសិផល(ជញ្ជីងថ្លឹងរថយន្ត),092994757,ទំនិញវេចខ្ចប់,N/A,N/A,45,2012,N/A,,CMRC20261441,46210.07845,1441.មមជ.2026,2023-07-04,COMPLETED,OuDa1fQnwF3gWdKCAuCsXZsSlf5J89Tf
211,1,           ដេប៉ូទិញ លក់កសិផល ងួន វណ្ណា,    ភូមិត្រពាំងទឹម  ឃុំបឹងល្វា  ស្រុកសន្ទុក  ខេត្តកំពង់ធំ,កំពង់ធំ,លោក ងួន វណ្ណា,ម្ចាស់ដេប៉ូទិញ លក់ កសិផល(ជញ្ជីងថ្លឹងរថយន្ត),092994757,ឧបករណ៍មាត្រាសាស្ត្រ,ជញ្ជីងថ្លឹងរថយន្ត,អេស ស្រ៊ី,45,2012,80T,Class III,CMRC20261443,46210.07913,1443.មមជ.2026,2023-07-04,COMPLETED,TUVJHGqOZMC9E6bvDM6QtB0zaQahDDGc
211,2,           ដេប៉ូទិញ លក់កសិផល ងួន វណ្ណា,    ភូមិត្រពាំងទឹម  ឃុំបឹងល្វា  ស្រុកសន្ទុក  ខេត្តកំពង់ធំ,កំពង់ធំ,លោក ងួន វណ្ណា,ម្ចាស់ដេប៉ូទិញ លក់ កសិផល(ជញ្ជីងថ្លឹងរថយន្ត),092994757,ទំនិញវេចខ្ចប់,N/A,N/A,45,2012,N/A,,CMRC20261443,46210.07913,1443.មមជ.2026,2023-07-04,COMPLETED,TUVJHGqOZMC9E6bvDM6QtB0zaQahDDGc
221,1,  ដេប៉ូប្រេងឥន្ធនៈ តេលា អង្គខ្មៅ ,      #ក្បាលដីលេខ៦៣៥   ផ្លូវលំ   ភូមិអង្គខ្មៅ   ឃុំសំបូរ   ស្រុកសំរោងទង   ខេត្តកំពង់ស្ពឺ,កំពង់ស្ពឺ,លោក ម៉េ ស៊ីថា,ម្ចាស់ដេប៉ូប្រេងឥន្ធនៈ តេលា,087 227 273,ឧបករណ៍មាត្រាសាស្ត្រ,ឧបករណ៍បូមប្រេង,TATSUNO : AA 03332,112,2015,45L/min - 55L/min ,+- 0.3%,CMRC20261453,46210.19411,1453.មមជ.2026,2018-11-18,COMPLETED,mW1883mGJApLfSdQXFuVOFAVPntmVgVw
